temperature_C,humidity_%,soil_moisture_%,rainfall_mm,solar_radiation_Wm2,wind_speed_kmh,soil_pH,soil_type,crop_type,growth_stage,field_area_ha,days_since_rain,season,water_amount_liters
34.9,86.8,69.8,28.6,695.3,26.3,6.23,Loam,Cotton,Germination,5.46,10,Spring,525.9
20.3,44.7,26.9,22.8,677.2,8.9,8.11,Sandy,Rice,Maturity,3.42,14,Summer,1405.8
43.8,23.0,71.3,7.5,621.5,29.9,7.38,Silt,Wheat,Vegetative,0.9,4,Autumn,226.7
19.5,32.5,11.3,22.5,543.4,28.6,5.5,Clay,Cotton,Vegetative,4.82,4,Winter,386.7
27.4,47.5,61.3,13.9,575.0,28.2,6.56,Silt,Rice,Maturity,7.59,10,Winter,930.4
17.6,86.3,75.3,47.2,664.5,24.3,8.07,Sandy,Rice,Maturity,8.97,7,Summer,2000.0
44.9,29.9,56.0,44.2,563.7,6.6,5.58,Loam,Rice,Vegetative,6.06,0,Winter,1022.7
30.1,73.4,40.7,4.2,329.4,16.0,5.51,Sandy,Soybean,Germination,7.37,7,Spring,1294.0
32.9,27.6,13.1,25.8,363.2,6.7,6.34,Silt,Cotton,Germination,3.96,3,Spring,511.2
17.0,88.7,74.4,11.3,727.9,7.8,8.24,Loam,Wheat,Flowering,5.21,12,Winter,378.4
37.5,46.7,42.9,20.5,112.0,18.3,8.2,Loam,Cotton,Vegetative,7.43,9,Winter,777.0
21.3,74.3,12.0,43.8,589.2,1.2,7.06,Sandy,Maize,Maturity,7.41,5,Autumn,1230.0
41.9,44.0,58.3,26.4,768.3,29.1,7.16,Silt,Rice,Flowering,4.53,5,Autumn,1532.8
21.2,63.9,43.7,16.7,594.4,27.6,6.5,Sandy,Maize,Germination,5.66,0,Winter,389.6
20.7,33.4,18.7,10.4,795.7,11.4,6.23,Silt,Cotton,Vegetative,9.28,7,Winter,974.7
16.1,30.2,25.0,40.0,581.3,15.5,7.95,Silt,Wheat,Flowering,6.5,12,Summer,1679.0
29.2,85.7,14.5,31.2,124.1,14.0,5.82,Clay,Maize,Germination,6.6,14,Autumn,524.4
31.9,84.2,50.2,23.4,678.9,26.5,6.96,Loam,Maize,Maturity,7.95,3,Winter,714.4
17.0,82.1,53.5,10.9,299.2,20.7,7.4,Silt,Soybean,Germination,1.59,12,Summer,50.0
38.3,63.8,45.4,16.7,412.2,8.3,5.81,Sandy,Cotton,Germination,5.47,11,Autumn,711.5
28.6,76.6,67.2,48.0,318.5,13.4,7.06,Sandy,Maize,Vegetative,9.61,8,Summer,2000.0
30.7,24.8,70.3,26.0,288.0,12.9,7.23,Clay,Cotton,Maturity,3.94,14,Winter,173.8
28.2,43.4,53.1,20.0,402.0,28.8,7.73,Clay,Wheat,Vegetative,3.3,6,Spring,340.0
27.0,42.0,10.9,26.1,365.1,5.3,6.2,Clay,Maize,Maturity,6.21,14,Spring,937.7
31.8,64.5,58.7,38.9,543.3,2.7,6.38,Loam,Wheat,Flowering,2.6,13,Spring,224.4
19.7,44.9,39.3,17.0,669.2,26.4,7.21,Clay,Maize,Germination,5.78,10,Spring,592.3
20.5,30.4,49.6,8.9,308.0,26.9,8.45,Loam,Rice,Vegetative,1.98,13,Winter,179.5
40.9,61.8,55.4,29.2,249.6,26.2,6.15,Clay,Soybean,Maturity,6.01,3,Spring,821.6
43.4,77.0,34.5,33.3,566.8,15.3,8.46,Loam,Soybean,Vegetative,6.22,11,Spring,1398.0
26.2,46.7,74.2,35.6,569.2,19.8,7.64,Silt,Soybean,Germination,4.47,0,Winter,92.2
23.1,29.3,19.4,44.1,730.8,16.9,7.98,Clay,Wheat,Germination,4.14,8,Autumn,258.2
34.3,33.8,57.0,18.6,111.2,2.1,5.77,Loam,Cotton,Flowering,2.83,9,Autumn,638.8
27.3,36.6,10.3,3.8,697.1,17.9,6.4,Silt,Soybean,Maturity,3.64,5,Autumn,585.2
15.8,41.0,74.7,47.9,464.7,0.4,5.67,Clay,Maize,Maturity,5.23,5,Summer,412.8
19.7,65.0,17.9,21.8,534.9,9.7,6.61,Silt,Maize,Flowering,2.85,0,Autumn,406.8
36.5,62.1,16.6,31.2,164.0,28.0,8.44,Clay,Rice,Flowering,7.94,4,Winter,1452.4
34.8,68.7,33.3,33.3,402.8,9.1,5.82,Sandy,Wheat,Maturity,7.24,3,Autumn,1065.6
15.8,45.4,36.1,27.3,259.1,28.2,7.19,Loam,Maize,Maturity,3.06,14,Summer,291.7
21.7,77.7,25.0,10.3,278.0,7.5,5.52,Sandy,Maize,Vegetative,1.43,10,Summer,142.1
21.9,34.3,51.0,37.8,452.9,9.4,7.64,Loam,Rice,Maturity,0.5,0,Spring,50.0
35.2,52.8,41.0,40.2,668.7,18.9,6.09,Sandy,Rice,Vegetative,6.17,6,Winter,1162.3
15.6,76.1,12.4,27.6,620.6,22.8,5.89,Clay,Cotton,Vegetative,2.51,3,Autumn,60.5
18.1,32.6,32.4,24.4,513.7,15.0,6.51,Sandy,Cotton,Vegetative,0.62,2,Autumn,50.0
39.0,27.7,66.7,5.7,477.6,26.5,7.81,Clay,Cotton,Vegetative,3.91,1,Winter,389.9
20.4,81.9,58.3,4.2,399.1,1.2,5.82,Loam,Maize,Germination,9.64,7,Winter,641.7
34.6,44.0,60.7,17.0,780.9,27.7,6.19,Clay,Rice,Flowering,7.05,4,Winter,1297.4
22.1,67.9,58.9,15.5,492.1,5.9,5.53,Sandy,Wheat,Flowering,8.65,9,Winter,1283.6
18.0,21.8,31.8,47.7,277.8,26.5,8.41,Silt,Cotton,Maturity,1.88,8,Winter,50.0
22.3,68.3,17.0,39.2,261.1,12.0,7.28,Loam,Soybean,Flowering,1.2,4,Winter,50.0
36.7,42.1,29.1,33.0,527.9,25.0,7.66,Silt,Maize,Flowering,0.61,9,Winter,50.0
40.7,23.9,68.2,25.9,466.0,20.1,7.45,Silt,Wheat,Germination,9.58,11,Summer,1466.8
39.9,62.7,78.6,8.4,105.4,5.3,5.93,Silt,Maize,Vegetative,3.35,0,Spring,565.3
26.9,36.9,44.6,48.9,681.0,27.5,7.28,Silt,Cotton,Vegetative,4.87,13,Autumn,528.8
35.0,47.1,10.7,18.8,592.9,7.4,5.89,Silt,Maize,Vegetative,4.25,9,Summer,1587.4
21.1,25.6,19.8,5.3,563.3,7.3,6.7,Sandy,Cotton,Flowering,7.44,4,Summer,2000.0
23.8,30.3,32.5,24.7,148.1,24.4,7.21,Clay,Maize,Flowering,3.44,4,Autumn,504.0
41.9,40.9,50.5,43.7,353.4,3.2,7.18,Clay,Cotton,Maturity,5.59,7,Summer,909.0
15.4,26.3,15.3,44.4,754.8,6.7,5.86,Silt,Rice,Germination,9.96,5,Winter,805.7
17.6,83.8,76.0,0.5,703.8,15.1,5.6,Sandy,Rice,Germination,4.72,14,Summer,1158.7
21.2,20.4,35.6,44.3,299.9,24.9,7.89,Silt,Rice,Maturity,5.74,10,Autumn,781.0
15.8,53.9,73.9,13.6,209.9,4.4,7.68,Silt,Rice,Maturity,5.27,4,Spring,719.0
20.4,28.6,64.6,1.9,414.4,16.4,5.75,Loam,Rice,Maturity,8.13,12,Autumn,1669.1
32.5,41.5,62.9,42.4,349.1,21.3,5.88,Sandy,Soybean,Vegetative,3.03,7,Spring,363.8
27.6,84.8,52.5,43.2,577.6,25.8,8.18,Silt,Maize,Vegetative,2.12,14,Winter,50.0
41.8,31.3,53.9,29.8,776.5,28.1,7.81,Clay,Rice,Vegetative,7.66,0,Summer,2000.0
39.5,87.6,54.7,28.7,354.1,23.5,8.49,Loam,Soybean,Vegetative,4.45,4,Autumn,586.9
25.3,34.4,54.0,40.7,143.6,19.6,6.26,Silt,Soybean,Maturity,9.18,2,Autumn,938.8
22.8,71.9,48.8,39.3,728.3,13.0,6.96,Silt,Maize,Maturity,6.62,4,Spring,851.8
26.4,58.3,79.0,44.5,126.6,3.4,6.21,Silt,Maize,Maturity,5.86,2,Summer,741.1
32.7,81.9,61.3,27.6,766.9,21.3,7.37,Sandy,Cotton,Vegetative,1.17,14,Autumn,50.0
23.0,58.8,64.4,48.4,565.2,29.8,5.85,Silt,Cotton,Vegetative,7.44,3,Autumn,689.0
33.7,57.4,71.1,49.8,759.2,22.1,5.88,Clay,Rice,Flowering,7.02,10,Summer,2000.0
27.3,33.7,25.1,5.8,239.8,0.5,5.72,Loam,Wheat,Maturity,6.58,8,Winter,538.5
31.6,31.6,15.9,42.5,128.5,14.9,7.58,Sandy,Cotton,Germination,3.05,1,Spring,326.0
28.1,84.2,43.8,25.0,441.7,18.4,6.98,Loam,Wheat,Germination,9.49,13,Autumn,767.9
23.8,42.9,46.0,19.4,415.4,20.7,7.35,Clay,Cotton,Flowering,3.56,9,Summer,857.1
43.5,46.0,68.0,30.7,332.0,21.6,8.14,Silt,Soybean,Vegetative,1.95,11,Winter,117.2
37.9,73.2,41.1,2.8,770.4,16.7,7.72,Sandy,Soybean,Maturity,9.88,0,Autumn,2000.0
19.2,43.7,50.0,25.3,675.8,6.7,6.89,Silt,Soybean,Vegetative,7.59,11,Winter,606.8
41.1,86.6,46.9,43.5,563.1,28.3,8.45,Sandy,Wheat,Vegetative,4.44,3,Autumn,593.8
29.6,71.7,12.7,10.7,214.0,20.9,6.87,Silt,Rice,Germination,9.39,7,Autumn,1411.4
41.8,61.8,53.1,21.3,614.0,7.1,5.84,Clay,Cotton,Germination,1.37,12,Winter,69.9
39.0,81.7,68.0,47.0,608.9,9.7,8.48,Clay,Cotton,Maturity,1.33,4,Spring,50.0
27.8,23.5,21.0,21.4,397.5,27.7,5.57,Silt,Wheat,Maturity,6.98,8,Winter,464.0
15.7,38.0,51.6,17.9,747.4,26.6,7.15,Clay,Soybean,Vegetative,2.19,9,Summer,141.4
23.1,52.6,51.6,22.0,216.9,12.2,6.43,Silt,Rice,Vegetative,9.21,2,Autumn,1902.5
31.2,35.9,21.5,26.0,287.1,1.1,7.01,Sandy,Cotton,Flowering,8.48,12,Winter,1638.2
34.0,72.1,18.6,31.6,144.3,1.5,7.18,Clay,Rice,Vegetative,3.41,8,Winter,375.0
22.7,84.3,78.6,40.0,656.8,8.5,6.22,Sandy,Rice,Flowering,8.94,0,Autumn,2000.0
19.2,49.7,37.6,22.6,535.2,18.9,7.17,Silt,Maize,Vegetative,0.91,14,Autumn,50.0
40.0,43.9,25.9,40.9,320.5,17.5,7.77,Sandy,Rice,Vegetative,5.71,1,Winter,1176.0
44.5,87.3,22.0,26.7,214.7,19.0,6.3,Loam,Maize,Vegetative,9.39,8,Spring,2000.0
30.8,51.1,56.7,16.9,128.1,21.5,6.65,Silt,Wheat,Maturity,8.63,13,Autumn,902.7
20.2,54.2,52.7,32.9,216.7,0.6,6.3,Clay,Soybean,Maturity,3.88,8,Winter,125.7
23.2,44.6,55.0,35.9,417.3,3.2,7.96,Clay,Maize,Maturity,2.24,9,Summer,50.0
15.6,83.7,16.2,27.9,273.0,10.8,7.67,Loam,Rice,Flowering,2.5,4,Spring,92.9
42.4,59.8,72.5,2.8,281.3,4.6,8.11,Silt,Soybean,Flowering,5.39,9,Summer,2000.0
18.5,73.4,37.2,8.5,712.9,2.3,6.01,Silt,Rice,Maturity,6.17,11,Autumn,1047.5
32.3,76.8,31.9,14.3,460.6,19.2,5.72,Silt,Rice,Flowering,0.81,12,Autumn,176.1
23.2,43.9,42.4,14.1,610.5,24.5,5.86,Silt,Maize,Maturity,4.43,3,Spring,700.2
31.6,50.4,37.3,33.7,125.0,22.6,5.98,Sandy,Wheat,Germination,8.39,8,Autumn,866.3
34.5,79.4,70.5,0.9,355.6,24.5,7.1,Silt,Rice,Maturity,4.72,11,Summer,1499.5
39.9,45.4,75.0,37.8,435.4,20.0,8.41,Sandy,Maize,Germination,2.11,9,Winter,86.5
21.2,75.6,31.2,13.3,230.5,22.1,6.57,Sandy,Rice,Vegetative,9.57,1,Winter,1845.5
15.3,85.9,70.5,15.5,184.1,8.2,8.38,Clay,Soybean,Flowering,3.03,14,Summer,81.0
19.1,63.6,64.7,26.4,709.2,29.8,5.61,Silt,Wheat,Flowering,8.09,2,Summer,1947.6
42.0,71.9,75.2,10.8,757.6,5.5,8.28,Sandy,Rice,Maturity,2.34,14,Autumn,712.4
41.2,76.4,27.2,44.2,155.2,6.4,6.04,Silt,Wheat,Vegetative,4.52,14,Autumn,526.8
32.9,79.2,50.4,4.3,344.3,8.7,8.24,Loam,Wheat,Vegetative,5.16,13,Spring,886.5
33.0,47.7,29.2,22.2,770.8,29.3,5.67,Sandy,Soybean,Vegetative,5.26,14,Winter,828.6
35.0,23.6,67.7,42.5,158.2,29.6,8.34,Clay,Soybean,Vegetative,5.41,7,Spring,737.8
20.3,48.1,10.4,30.8,550.5,23.8,6.1,Silt,Cotton,Flowering,2.64,0,Summer,523.7
42.4,67.2,49.5,14.6,780.6,18.9,6.41,Clay,Wheat,Maturity,5.4,1,Summer,975.2
27.6,51.5,33.7,21.0,784.8,15.6,6.97,Sandy,Rice,Maturity,5.08,4,Spring,1646.6
26.5,72.4,32.6,35.3,429.9,29.1,6.64,Sandy,Soybean,Germination,2.48,14,Spring,173.1
30.6,45.0,55.1,48.7,213.9,20.9,7.5,Clay,Rice,Flowering,9.89,14,Winter,1560.4
16.4,64.4,69.6,44.7,241.5,28.3,8.42,Silt,Wheat,Germination,8.72,6,Summer,808.1
20.0,33.0,52.6,17.1,722.7,9.5,7.32,Sandy,Soybean,Vegetative,8.93,9,Spring,2000.0
37.1,72.5,69.7,49.9,738.2,10.0,7.66,Loam,Cotton,Maturity,7.01,12,Winter,450.2
17.5,58.2,28.5,0.2,525.5,25.6,5.76,Clay,Wheat,Germination,2.02,8,Autumn,144.0
33.1,34.3,46.4,1.4,636.3,4.5,7.38,Sandy,Rice,Flowering,5.9,13,Autumn,2000.0
22.4,40.4,41.5,41.2,618.0,28.4,6.86,Silt,Cotton,Maturity,8.3,2,Winter,538.4
26.7,72.4,10.8,10.0,563.3,15.2,8.16,Sandy,Wheat,Flowering,0.87,10,Spring,212.2
23.7,53.8,49.0,3.0,679.1,27.8,6.66,Silt,Soybean,Maturity,5.21,3,Winter,426.6
25.7,35.1,56.3,11.9,579.8,10.1,7.54,Silt,Wheat,Flowering,4.26,9,Winter,484.1
36.6,87.7,51.4,21.3,473.8,21.5,6.18,Sandy,Maize,Flowering,2.52,0,Spring,549.7
23.9,70.1,61.5,36.5,265.9,14.5,6.28,Loam,Rice,Maturity,4.09,11,Autumn,334.4
32.0,87.0,50.0,31.2,620.7,18.8,6.63,Silt,Soybean,Flowering,9.84,0,Winter,1226.3
29.3,49.9,14.7,11.9,431.4,15.1,6.41,Clay,Soybean,Flowering,7.37,0,Autumn,1583.0
34.9,53.3,18.2,25.2,306.4,29.0,6.26,Silt,Maize,Vegetative,3.35,3,Winter,387.4
43.1,82.9,51.8,46.3,661.4,20.8,5.65,Silt,Cotton,Maturity,6.25,8,Summer,1047.1
37.0,56.8,29.2,40.8,587.7,7.5,8.01,Loam,Soybean,Germination,2.84,7,Spring,296.3
21.4,69.5,15.6,16.2,756.1,27.3,5.69,Silt,Cotton,Maturity,6.3,3,Autumn,659.7
15.9,37.7,40.1,49.1,215.8,8.8,8.16,Sandy,Cotton,Maturity,9.01,7,Spring,1372.1
22.9,51.3,48.8,35.4,554.4,11.1,5.88,Loam,Cotton,Vegetative,5.79,14,Autumn,725.2
32.9,28.6,33.0,3.1,271.0,3.1,5.7,Silt,Wheat,Germination,7.47,6,Autumn,662.5
16.5,34.4,60.4,1.8,732.5,27.0,7.19,Sandy,Maize,Germination,4.81,5,Spring,771.1
29.9,20.1,55.1,8.4,169.6,8.6,7.01,Sandy,Rice,Germination,5.48,9,Winter,718.1
32.9,22.7,33.3,36.4,559.3,7.8,6.97,Silt,Maize,Flowering,7.1,11,Winter,1123.9
25.0,88.4,62.8,9.2,653.8,27.6,7.22,Clay,Soybean,Flowering,8.22,1,Summer,2000.0
38.1,37.0,55.4,25.6,348.4,24.2,6.36,Clay,Maize,Flowering,6.76,14,Autumn,1534.0
18.2,66.4,54.6,4.7,767.9,4.2,7.49,Silt,Rice,Germination,9.79,2,Spring,1673.1
17.3,78.7,48.7,46.0,695.5,23.1,7.01,Silt,Wheat,Maturity,8.29,3,Autumn,600.3
36.8,58.5,10.8,17.2,306.2,27.4,6.5,Sandy,Soybean,Maturity,7.88,6,Winter,1020.1
29.9,30.7,58.8,45.4,105.3,2.4,7.98,Silt,Wheat,Germination,8.53,7,Spring,634.8
35.7,71.0,36.3,47.2,307.7,24.8,7.68,Silt,Soybean,Germination,3.17,13,Spring,226.0
28.0,62.0,76.0,0.3,296.9,16.4,6.68,Sandy,Rice,Vegetative,4.6,10,Autumn,1375.6
22.4,71.2,67.3,23.2,723.0,20.1,8.04,Silt,Wheat,Flowering,5.86,7,Summer,1341.1
39.6,73.9,51.1,1.2,777.0,14.8,8.26,Silt,Rice,Flowering,4.89,3,Winter,1162.7
39.0,88.3,27.7,45.4,149.3,20.9,7.11,Silt,Rice,Flowering,8.55,8,Winter,1624.0
35.8,60.1,24.3,25.9,429.9,1.0,6.14,Sandy,Maize,Vegetative,0.76,7,Autumn,80.4
23.2,43.9,33.8,3.7,483.8,22.9,8.25,Silt,Soybean,Vegetative,2.49,10,Autumn,418.8
32.7,65.4,43.4,5.5,165.0,1.0,6.07,Clay,Cotton,Vegetative,8.88,12,Summer,2000.0
25.8,24.8,30.7,19.2,364.2,13.7,5.65,Silt,Cotton,Germination,1.06,4,Winter,50.0
17.7,82.8,46.0,47.0,322.0,4.5,6.48,Clay,Wheat,Vegetative,2.66,12,Summer,50.0
42.5,28.4,21.6,34.6,475.2,24.7,7.68,Silt,Rice,Maturity,3.84,2,Spring,1068.0
19.1,42.9,78.4,43.4,562.8,9.4,8.27,Sandy,Maize,Germination,7.63,1,Spring,917.7
43.5,77.1,17.6,18.3,592.4,13.6,7.41,Clay,Soybean,Germination,5.82,11,Summer,1053.7
28.4,61.8,75.2,2.2,195.7,12.9,8.36,Silt,Wheat,Flowering,9.57,8,Summer,2000.0
20.6,47.6,74.0,48.7,669.1,23.2,5.78,Silt,Rice,Flowering,2.66,0,Autumn,50.0
31.3,53.1,46.8,0.9,575.0,14.4,5.68,Silt,Cotton,Vegetative,8.79,6,Winter,895.8
41.2,79.8,60.7,47.4,722.4,23.7,7.31,Silt,Cotton,Maturity,3.19,10,Winter,132.5
37.0,43.8,40.5,18.4,414.5,2.2,8.4,Sandy,Soybean,Germination,2.83,12,Winter,215.5
39.2,80.9,54.1,0.5,725.7,5.7,7.01,Loam,Soybean,Germination,5.23,13,Summer,1104.9
34.8,26.2,33.8,34.5,706.0,16.5,5.65,Clay,Soybean,Germination,1.18,6,Autumn,116.6
35.8,74.4,31.1,49.0,406.9,28.4,6.16,Silt,Wheat,Flowering,4.15,0,Autumn,493.3
40.5,79.3,50.5,48.3,366.8,2.2,6.23,Sandy,Soybean,Flowering,3.88,13,Autumn,758.2
22.5,32.7,44.9,8.0,753.0,1.3,6.51,Loam,Wheat,Maturity,2.02,6,Summer,339.3
29.7,50.1,50.6,9.1,600.6,4.7,5.63,Sandy,Maize,Flowering,8.68,13,Summer,2000.0
21.6,31.6,30.1,28.3,749.8,19.2,8.21,Silt,Rice,Maturity,4.17,0,Autumn,669.9
44.6,69.5,35.7,31.9,657.9,12.0,7.05,Loam,Cotton,Flowering,9.83,1,Summer,2000.0
43.3,57.5,15.9,37.0,526.5,24.8,7.51,Clay,Wheat,Maturity,9.05,8,Spring,1147.4
16.2,64.5,13.7,9.1,181.1,2.2,5.7,Clay,Rice,Flowering,2.35,14,Winter,269.1
36.2,33.8,27.7,48.0,304.0,5.9,5.66,Sandy,Soybean,Flowering,5.3,7,Winter,898.0
42.8,34.8,15.2,31.9,778.2,9.0,7.26,Clay,Cotton,Vegetative,6.22,8,Winter,616.6
20.4,22.9,17.3,42.4,323.6,18.8,8.16,Clay,Wheat,Vegetative,8.28,11,Spring,1060.1
32.0,42.5,66.9,27.0,165.3,20.6,7.09,Loam,Soybean,Vegetative,8.91,8,Autumn,1407.0
42.5,59.2,12.7,20.7,595.3,3.7,8.13,Clay,Rice,Maturity,6.43,3,Winter,795.3
16.0,80.1,56.1,48.9,613.8,28.3,7.93,Loam,Maize,Maturity,0.83,14,Summer,50.0
35.9,66.7,29.1,29.1,299.8,10.2,5.73,Loam,Rice,Maturity,5.07,4,Spring,1198.5
23.9,50.5,71.0,43.3,308.4,21.4,6.11,Loam,Wheat,Maturity,8.91,9,Autumn,786.2
42.7,86.7,43.9,47.7,428.2,15.7,7.47,Clay,Maize,Vegetative,7.28,6,Spring,1233.1
44.1,70.3,31.4,33.8,115.3,6.7,6.83,Sandy,Maize,Germination,8.77,5,Winter,850.3
43.3,85.1,46.2,27.4,652.5,25.4,6.37,Sandy,Soybean,Flowering,6.9,14,Autumn,2000.0
29.2,56.9,36.7,0.2,322.0,24.5,6.76,Clay,Rice,Flowering,0.92,8,Winter,165.3
40.9,38.1,49.5,2.0,697.6,11.9,6.84,Loam,Wheat,Maturity,9.7,1,Autumn,1347.2
40.3,23.7,18.0,10.0,661.8,17.7,8.23,Clay,Maize,Vegetative,9.22,14,Winter,1134.7
24.6,70.8,79.8,9.3,563.0,7.7,5.81,Silt,Soybean,Germination,1.7,7,Autumn,50.0
39.9,28.5,39.8,12.7,327.4,20.7,6.34,Sandy,Maize,Vegetative,1.57,13,Spring,799.5
16.1,41.2,34.4,15.2,461.4,9.3,7.11,Loam,Rice,Flowering,5.62,14,Autumn,1797.2
32.9,57.3,59.7,18.0,411.4,25.3,7.59,Clay,Cotton,Maturity,7.69,14,Autumn,778.0
21.9,59.5,35.5,21.0,337.2,6.5,7.39,Loam,Wheat,Maturity,4.13,1,Spring,410.1
18.6,62.0,68.3,4.9,693.7,0.4,8.32,Silt,Cotton,Vegetative,1.8,13,Autumn,50.0
17.3,31.6,41.8,2.1,438.5,8.1,7.89,Loam,Rice,Maturity,5.35,13,Spring,1355.0
35.9,46.6,60.4,33.7,682.9,5.7,7.17,Silt,Cotton,Germination,3.71,1,Winter,163.6
25.2,63.2,17.5,26.9,173.7,15.2,6.14,Sandy,Rice,Flowering,3.84,2,Winter,803.8
36.7,87.9,69.2,22.2,198.7,6.1,6.85,Loam,Rice,Germination,6.63,3,Winter,596.9
17.0,70.9,61.5,31.7,784.1,22.9,7.58,Clay,Soybean,Vegetative,8.91,5,Autumn,961.2
24.5,84.6,24.8,41.4,511.4,7.2,8.01,Loam,Cotton,Flowering,5.81,13,Summer,1656.4
31.2,73.4,20.2,21.4,456.8,21.2,8.38,Loam,Maize,Germination,7.03,5,Summer,1457.6
38.7,61.4,32.1,32.1,466.2,17.4,7.32,Silt,Rice,Germination,6.77,13,Winter,630.2
24.6,33.4,78.3,47.7,250.7,29.6,7.08,Silt,Cotton,Germination,5.74,1,Spring,332.7
33.8,66.7,28.0,42.0,603.1,30.0,5.55,Clay,Maize,Flowering,3.45,5,Autumn,424.9
41.6,63.6,41.9,21.3,159.3,26.1,5.72,Sandy,Wheat,Flowering,4.09,7,Spring,1346.8
33.5,62.2,12.1,32.2,501.3,22.8,5.97,Sandy,Maize,Maturity,3.5,4,Autumn,632.8
22.0,54.3,37.8,8.9,499.5,11.6,5.66,Silt,Cotton,Vegetative,9.22,0,Spring,1598.9
15.7,57.0,50.0,28.0,739.9,22.6,6.7,Clay,Cotton,Maturity,8.35,14,Winter,452.5
41.1,43.4,76.7,49.1,468.3,28.7,6.51,Loam,Maize,Vegetative,6.0,7,Summer,1601.2
15.6,56.4,46.2,25.9,195.9,0.7,7.41,Clay,Maize,Flowering,9.17,5,Spring,1973.2
41.2,33.8,67.3,46.4,500.9,16.1,7.11,Clay,Rice,Germination,8.92,1,Winter,651.7
30.9,76.4,48.3,20.4,163.9,6.5,7.29,Clay,Cotton,Maturity,9.31,6,Summer,1500.7
43.2,33.0,12.9,49.9,242.7,16.7,6.92,Sandy,Rice,Flowering,2.61,13,Summer,2000.0
39.0,25.9,32.1,29.0,121.8,14.0,6.33,Loam,Rice,Flowering,7.32,7,Summer,2000.0
44.9,50.5,50.3,2.1,459.3,17.3,8.36,Clay,Wheat,Flowering,6.29,1,Spring,1557.1
25.5,66.1,76.5,29.3,159.2,16.5,5.76,Sandy,Cotton,Maturity,7.47,13,Spring,1137.7
38.0,50.6,70.1,13.7,428.6,28.8,8.32,Sandy,Rice,Flowering,3.0,0,Summer,2000.0
27.1,39.4,26.0,1.6,753.1,16.6,6.43,Silt,Wheat,Vegetative,7.1,5,Spring,1347.0
29.4,59.1,25.4,41.0,603.8,25.4,7.04,Loam,Rice,Vegetative,4.39,12,Winter,560.5
33.8,44.3,24.1,13.8,154.2,9.6,5.83,Clay,Rice,Germination,8.42,5,Autumn,1201.4
41.2,85.3,74.6,39.8,256.9,13.1,5.71,Loam,Cotton,Maturity,8.06,7,Summer,1492.6
44.5,84.6,69.7,14.4,571.6,14.1,6.79,Silt,Maize,Maturity,2.51,13,Autumn,343.1
38.0,55.2,64.2,9.7,726.3,8.4,7.73,Silt,Maize,Maturity,2.25,14,Summer,633.3
27.5,43.0,37.5,48.7,123.0,11.4,6.31,Clay,Cotton,Maturity,7.32,6,Autumn,539.8
27.6,71.6,45.3,18.1,668.7,18.0,7.19,Sandy,Maize,Maturity,5.73,7,Summer,1791.0
37.1,22.6,42.5,30.1,493.3,17.4,6.34,Silt,Soybean,Flowering,5.79,9,Winter,952.8
22.2,53.2,27.7,30.5,482.3,19.1,6.67,Sandy,Maize,Flowering,7.65,9,Summer,2000.0
18.3,43.5,45.4,28.0,770.5,10.6,8.22,Silt,Rice,Vegetative,8.62,13,Winter,1128.7
25.6,84.4,12.1,45.7,623.4,9.5,8.07,Loam,Rice,Maturity,2.77,4,Summer,304.9
23.6,20.8,19.2,33.7,695.1,18.3,7.05,Clay,Wheat,Maturity,5.78,1,Spring,639.3
23.9,58.7,72.1,20.2,347.8,4.0,6.21,Silt,Cotton,Maturity,8.38,14,Autumn,822.6
22.0,71.8,62.6,43.1,488.1,7.6,6.08,Loam,Wheat,Vegetative,8.79,4,Winter,557.4
16.3,54.0,39.6,9.1,530.8,1.3,8.36,Silt,Rice,Maturity,3.23,1,Summer,665.2
15.5,26.0,46.2,27.2,325.1,2.2,6.11,Clay,Rice,Maturity,1.49,8,Spring,50.0
44.6,88.1,35.9,47.5,499.2,7.3,7.92,Loam,Wheat,Flowering,2.71,4,Summer,612.3
27.8,56.3,61.9,31.3,265.7,0.6,6.61,Sandy,Soybean,Vegetative,9.48,0,Autumn,1829.5
26.5,63.0,64.9,40.8,200.4,7.4,8.46,Silt,Maize,Flowering,4.89,8,Summer,1022.4
35.4,36.6,63.4,32.7,361.8,19.6,6.6,Silt,Soybean,Germination,4.48,9,Spring,424.7
21.5,53.8,60.6,42.0,617.5,1.8,6.55,Loam,Soybean,Maturity,0.62,14,Summer,50.0
43.5,50.0,24.3,47.2,741.3,13.1,7.41,Clay,Soybean,Germination,0.98,4,Summer,73.9
38.6,25.2,33.7,13.6,420.4,27.4,8.38,Silt,Soybean,Maturity,6.85,10,Winter,688.4
17.7,27.4,42.9,8.5,550.0,23.7,8.43,Loam,Maize,Germination,6.1,0,Winter,417.2
27.5,78.6,33.2,24.2,172.1,9.2,7.62,Clay,Cotton,Flowering,5.97,14,Summer,1585.2
41.4,36.8,62.8,35.1,733.1,27.7,7.76,Silt,Wheat,Vegetative,1.55,8,Summer,255.9
43.3,33.6,33.1,11.4,498.0,9.9,7.19,Loam,Soybean,Germination,3.84,8,Spring,758.1
29.0,55.3,19.7,0.2,646.2,2.2,7.77,Clay,Soybean,Flowering,8.22,9,Summer,2000.0
33.4,73.8,37.9,17.1,656.1,29.8,8.08,Silt,Wheat,Germination,2.16,9,Autumn,122.0
